,Run1,Run1,Run1,Run2,Run2,Run2,Run3,Run3,Run3,Run4,Run4,Run4,Run5,Run5,Run5
,gen,train,test,gen,train,test,gen,train,test,gen,train,test,gen,train,test
0,1,0.20752960204280402,0.2199038155605509,1,0.20752960204280402,0.2199038155605509,1,0.20752960204280402,0.2199038155605509,1,0.20752960204280402,0.2199038155605509,1,0.20752960204280402,0.2199038155605509
1,2,0.2075107890487996,0.2199038155605509,2,0.2073864910806082,0.2196334131147717,2,0.20752397461365688,0.2198507762405846,2,0.2073747469943492,0.2199753237502189,2,0.20750970959854392,0.22010157381242723
2,3,0.20749089480091132,0.22010157381242723,3,0.20706319683147642,0.2196169050382104,3,0.2075040816299215,0.22004858215904544,3,0.2072697896250901,0.2199753237502189,3,0.2070432595756215,0.2198149214115841
3,4,0.20737157287915614,0.2199038155605509,4,0.2069580814617528,0.2196169050382104,4,0.20748526632194378,0.22004858215904544,4,0.2071115622208467,0.2199753237502189,4,0.20703461459122,0.2198149214115841
4,5,0.20715425579846064,0.22011309828383002,5,0.2069573932205141,0.21961689300994974,5,0.20732720336467786,0.22004858215904544,5,0.2071113070509586,0.21997606487750704,5,0.20698972506409516,0.22008874654276175
5,6,0.20715425579846064,0.22011309828383002,6,0.2069552102255757,0.2196169262239438,6,0.2072980002878536,0.2199753237502189,6,0.20711038472747847,0.21997890331504408,6,0.20698902621514967,0.22008828475125838
6,7,0.20715425579846064,0.22011309828383002,7,0.2069479814422349,0.21899162106526862,7,0.20722222107832583,0.2200486012117229,7,0.20696698389029763,0.21970859328220343,7,0.2069889637801578,0.22008828475125838
7,8,0.20704441184264347,0.22078140774018618,8,0.20682152698648643,0.21913177568977785,8,0.20637360305340396,0.218799820146699,8,0.20695833571973743,0.21970859328220343,8,0.20698878376180563,0.2200881664956657
8,9,0.20704393866782744,0.22078664290855965,9,0.20649225864038556,0.2194089312628781,9,0.20635468466902987,0.218799820146699,9,0.20693947079156827,0.21970859328220343,9,0.20698876566525856,0.2200881664956657
9,10,0.20704393866782744,0.22078664290855965,10,0.20649225864038556,0.2194089312628781,10,0.20635408850335957,0.2187982718063143,10,0.2069381017435358,0.2197133762573708,10,0.2069887184073653,0.22008858776972862
10,11,0.2070228762285144,0.22085754323579218,11,0.2063334349850708,0.2194089312628781,11,0.20635406607007858,0.21879825228815725,11,0.20693070926562473,0.21974554656220133,11,0.20697574073289876,0.21986425903396498
11,12,0.20695464771553831,0.22085754323579218,12,0.20633292287007773,0.21940947246626175,12,0.2063536378706358,0.21879842487475484,12,0.2066786885500679,0.22007160925236868,12,0.20696709292824536,0.21986425903396498
12,13,0.2067649195266118,0.21969368026275518,13,0.2063318770049473,0.21940159395557227,13,0.20635345152704113,0.21879787633639738,13,0.20665706278095475,0.21974554656220133,13,0.20664677888691946,0.21986425903396498
13,14,0.2067562629041333,0.21969368026275518,14,0.2063236601138869,0.21940159395557227,14,0.2061942075287164,0.2187980791487501,14,0.20663708633950223,0.2199434471188882,14,0.20664612833572826,0.21987078507427057
14,15,0.20668794638105742,0.21969368026275518,15,0.2063236601138869,0.21940159395557227,15,0.20619200230130366,0.21879746642141523,15,0.2066357557407644,0.21997059229217933,15,0.20664611869458235,0.21987078507427057
15,16,0.20668774235120832,0.21969503533028112,16,0.20632152072511684,0.2194040073207201,16,0.2061836366776215,0.21876657524996476,16,0.20663532846324684,0.22008362859916694,16,0.20664611869458235,0.21987078507427057
16,17,0.20668774235120832,0.21969503533028112,17,0.20613072051621356,0.2194040073207201,17,0.2061834444337597,0.21877072638209022,17,0.20654327713959048,0.22105194851430246,17,0.2066433190677283,0.21987078507427057
17,18,0.20668773128761955,0.21969862078187816,18,0.20610511904208978,0.21941210102878486,18,0.20616833655094474,0.21774881916770103,18,0.20654327713959048,0.22105194851430246,18,0.20664331039690623,0.21987140869581695
18,19,0.20668773128761955,0.21969862078187816,19,0.20610466854901097,0.21941701901396213,19,0.20616015835559484,0.2177721466445339,19,0.20654141643924204,0.22107211419765582,19,0.20664102092458622,0.2198531020229016
19,20,0.2066877312186623,0.21969860831254096,20,0.20610392510077444,0.21939338162259056,20,0.2061598621394969,0.21777517226023707,20,0.20624405633891274,0.2206860844341298,20,0.20648197510947794,0.2198531020229016
20,21,0.20635296490920438,0.21969860831254096,21,0.206099577784588,0.2194165214585465,21,0.2061568542992661,0.21777415523712965,21,0.20624302482082102,0.22068953710844977,21,0.20648196897358903,0.2198531020229016
21,22,0.20630152562319962,0.21961050766297321,22,0.20609700177970805,0.21942771260923433,22,0.20597485823999803,0.21777975487668985,22,0.2062116566670104,0.2209193359020303,22,0.20648195915163847,0.2198531020229016
22,23,0.2061097554205158,0.21961050766297321,23,0.20609659666761748,0.2194308750198125,23,0.20593275416709356,0.21819163181236895,23,0.20621159620488833,0.22091965550055198,23,0.20648157100397924,0.21987187020669705
23,24,0.20610975461634531,0.21961051214359012,24,0.20609659666761748,0.2194308750198125,24,0.20591270745748555,0.21839094049333396,24,0.20621156990222958,0.22091965550055198,24,0.20647882686897173,0.21987187020669705
24,25,0.20610975107468255,0.21961051092618006,25,0.20609619054078734,0.21942755940768066,25,0.20572004572131442,0.21839094049333396,25,0.20621105340972948,0.22094965077477735,25,0.2064787070065511,0.21986992346305226
25,26,0.20610970366831896,0.21961051092618006,26,0.20609544692498144,0.21941857344835952,26,0.20571882699089095,0.21837905595669654,26,0.20621099491937267,0.22094965077477735,26,0.20647849462018425,0.2198724456001255
26,27,0.2060221086233347,0.21890276228632904,27,0.20609455131656443,0.21914851489024081,27,0.20564522849575753,0.21830544882675262,27,0.20621097798699503,0.22094965077477735,27,0.2063840678748799,0.2199806282853197
27,28,0.2059864557106671,0.21892425077116598,28,0.20609438200981126,0.21914263458905137,28,0.2056445792743714,0.2183038152102957,28,0.20621088747802363,0.22094965077477735,28,0.20637925802419693,0.22005996368354616
28,29,0.2059862144408621,0.2189232230204052,29,0.2060943299257291,0.21914330367640142,29,0.2056441256949936,0.21829971972998255,29,0.20621082462835466,0.22094965077477735,29,0.2063791515283539,0.22005931009214835
29,30,0.2059859217054581,0.21892369382831958,30,0.20609424689996075,0.21914491509910455,30,0.20564398005319667,0.21830156391534503,30,0.2062107933859747,0.22094965077477735,30,0.20637913955094725,0.22005932874532205
30,31,0.20598589973852102,0.21892372881217181,31,0.2060939835731233,0.21914665177406806,31,0.2056434491223177,0.2182968516679858,31,0.20620926077478788,0.2209169436737459,31,0.20637749169954123,0.22006595235892606
31,32,0.20598529569305968,0.21893067421031126,32,0.2060939714614982,0.21914706276178503,32,0.20563775110286664,0.21829245286529794,32,0.20601687898492482,0.2209169436737459,32,0.20637480859563925,0.22008174036468842
32,33,0.20598466424113926,0.2189322978491092,33,0.2060939714614982,0.21914706276178503,33,0.20558214446608056,0.21798770293973466,33,0.2060168433741008,0.2209169436737459,33,0.2063717023934498,0.2201098677596861
33,34,0.20598459921406084,0.2189329203368796,34,0.2060939714614982,0.21914706276178503,34,0.20548537461566777,0.2179128438439166,34,0.20601662018523945,0.22092101735822267,34,0.20637160695415507,0.22010991506963068
34,35,0.20598441519265792,0.21893450114726282,35,0.20608824208777884,0.21916157465716002,35,0.205484175946401,0.21791951601209048,35,0.20601659587065743,0.22092101735822267,35,0.2063714981173641,0.22010991506963068
35,36,0.20598419604718007,0.218934864671814,36,0.20608824208777884,0.21916157465716002,36,0.2054758032361942,0.21791849966288032,36,0.20601652401379192,0.22092148563587005,36,0.20637141456598582,0.2201098958880532
36,37,0.20583093268227465,0.21870830716986012,37,0.20608659154000164,0.21915114307132816,37,0.20547540237562048,0.21791909009863045,37,0.20601647107305313,0.22092148563587005,37,0.2062889451453132,0.22046852379357643
37,38,0.20583092340557804,0.21870945784061463,38,0.2060839338641976,0.21915124532002717,38,0.20547500242097808,0.21792061559057802,38,0.20601646934245585,0.22092148563587005,38,0.2062889424078064,0.22046852379357643
38,39,0.20582917873158638,0.21870958870958682,39,0.20607838947415477,0.21915225627617532,39,0.2054748846180656,0.21792177843050878,39,0.206016456829533,0.22092148563587005,39,0.2062889162595154,0.22046852379357643
39,40,0.20582688175343286,0.2187116550387869,40,0.20607323330415817,0.21915485174435595,40,0.20543591211597628,0.21828764144787274,40,0.20601405519170385,0.22091987125813023,40,0.206182732341332,0.22046852379357643
40,41,0.20582602092528748,0.21873453924765057,41,0.20607323330415817,0.21915485174435595,41,0.20543582320099288,0.2182887668171214,41,0.20601404566555687,0.22091987125813023,41,0.20618271871542002,0.22046852379357643
41,42,0.2058250046667592,0.21873495424164013,42,0.20607323330415817,0.21915485174435595,42,0.20536143194719006,0.2172927257321794,42,0.20601397403341695,0.22092036041392765,42,0.20618264183621138,0.22045205896615946
42,43,0.20576243031213468,0.21880426406044376,43,0.20605173345938002,0.21857395968302754,43,0.20536124046994575,0.2172922199642043,43,0.20600921027500357,0.220885303724868,43,0.20617553933988883,0.22047680525859636
43,44,0.2055464946812741,0.2179153378614388,44,0.2060517327466795,0.21857395968302754,44,0.20535883612854364,0.21728754548794005,44,0.20600917744757866,0.220885303724868,44,0.20617466132014345,0.22048747570284075
44,45,0.20553796140583958,0.21791113670438225,45,0.2060517034643158,0.21857395968302754,45,0.2053583874318064,0.21728855261107954,45,0.20600908984978644,0.220885303724868,45,0.20617461037518084,0.22048747570284075
45,46,0.20550714393457056,0.2180561342398996,46,0.2060481943455946,0.21858050772474372,46,0.20521805212613342,0.21729080750022475,46,0.2060084155243178,0.22086630255388778,46,0.2061744840120504,0.22048767410183506
46,47,0.20550685845993388,0.21807182670165812,47,0.20604817936061837,0.21858050772474372,47,0.2051494790133299,0.21733695848711054,47,0.20600838231502122,0.22086630255388778,47,0.20617377826306646,0.22048879932613824
47,48,0.20550685705103894,0.2180718380387378,48,0.2060467542792701,0.2185684975236827,48,0.20514944129316645,0.21733727492712063,48,0.20600835835941522,0.22086630255388778,48,0.20617372474828777,0.22048879932613824
48,49,0.20550675984251743,0.21807172328065524,49,0.2060467541785357,0.2185684975236827,49,0.20511440312081386,0.21758322548040346,49,0.20600828579060435,0.22086630255388778,49,0.20617355194883089,0.22048937162296378
49,50,0.20550675637686044,0.21807173349894593,50,0.20604646425920625,0.21856488391641624,50,0.205114397877938,0.2175835826847772,50,0.20600294903444225,0.22093039986528135,50,0.20617345864438846,0.22048968063846242
50,51,0.20529194120581384,0.21781284262224218,51,0.20604213757063325,0.21857786477624436,51,0.20511427553090583,0.21758331361627511,51,0.20600262678273457,0.22093100777520597,51,0.20617342644469044,0.22049081684001565
51,52,0.20529189383882518,0.21781284462074696,52,0.2060398312025287,0.21858813434936847,52,0.20511400583020284,0.21758210841966252,52,0.20600149246680527,0.22094424949327413,52,0.20617330859465133,0.22049081684001565
52,53,0.20529077219911546,0.21781233596638228,53,0.2060398262955727,0.21858813434936847,53,0.20511247162870613,0.21759994942466354,53,0.2060014840370813,0.2209436475719403,53,0.2061732898701191,0.22049363706886513
53,54,0.20527018167244945,0.21798647852493633,54,0.2060394591078169,0.21858813434936847,54,0.2051098898654514,0.2175947817734588,54,0.2060014240352626,0.2209436475719403,54,0.2060227985664239,0.21976056484476875
54,55,0.20526899728770304,0.21798533245336335,55,0.2060394569556181,0.21858813434936847,55,0.20510836964068035,0.2175908803344948,55,0.20600142390889215,0.2209436475719403,55,0.20602274837120438,0.21976056484476875
55,56,0.20526764095798214,0.21798544918758733,56,0.20603929032004545,0.2185881236874589,56,0.20510636192339063,0.21756074589439425,56,0.20600142041266947,0.2209436475719403,56,0.20602271507346986,0.21976049649428916
56,57,0.2052671551339556,0.21798514191825824,57,0.20603089323333212,0.21864900657909686,57,0.20510589742324314,0.21756205843150467,57,0.2060012830491762,0.2209436475719403,57,0.2060226353492949,0.21976049649428916
57,58,0.2052671462673333,0.21798538320751432,58,0.20596837517133618,0.2200190651367902,58,0.2051058045065678,0.2175616505514935,58,0.20600121381421604,0.22094415986419874,58,0.2060226235282004,0.21976049654328747
58,59,0.2052642377766136,0.21798563479619165,59,0.20596831575652286,0.2200190651367902,59,0.20510510995380565,0.21755980765762387,59,0.20600121381421604,0.22094415986419874,59,0.2060223556244428,0.2197599436072519
59,60,0.20524981738018436,0.21792553555747773,60,0.20596728980029028,0.21999046490257423,60,0.20510221890300745,0.21756960576265136,60,0.20600121315048564,0.22094415986419874,60,0.2060223556244428,0.2197599436072519
60,61,0.20524464696001324,0.2179260154930717,61,0.20596725143946934,0.21996197262302028,61,0.2051021729461394,0.21682694944225248,61,0.20600121084591436,0.22094415986419874,61,0.2060223526494867,0.2197599436072519
61,62,0.20524448835541098,0.2179259774912479,62,0.20596539813171189,0.220093120577071,62,0.20510146248205494,0.21682679735410137,62,0.20600119667036168,0.22094415986419874,62,0.20602235192472976,0.21975997403359562
62,63,0.2052389643172999,0.21792326259502465,63,0.2059638421322759,0.22009468365734072,63,0.20510138965426578,0.21682659954945496,63,0.2060008583112389,0.22094427150256019,63,0.20602201427392203,0.2197610975887907
63,64,0.20523870389159599,0.21792329300696947,64,0.2059634562499648,0.22009468365734072,64,0.20509005645242276,0.21675836990057915,64,0.20600078651666226,0.22094427150256019,64,0.20600154638455978,0.21983221617637
64,65,0.2052362336744749,0.21792206918296692,65,0.20596141043433666,0.22009317220983862,65,0.20508834127448614,0.21674604702829262,65,0.2060001978723095,0.2209506776413838,65,0.20600153900204315,0.21983221618935517
65,66,0.20522064939933235,0.2179142071059242,66,0.205960500392008,0.22004072133628047,66,0.2050874010426761,0.21676416826542713,66,0.2060001190322212,0.2209507749366575,66,0.20600142575939415,0.21983221618935517
66,67,0.2052206446077601,0.21791468578526524,67,0.20596020632079956,0.22004051596884208,67,0.20508722544480013,0.21676239341295392,67,0.20599993115433993,0.2209507749366575,67,0.20600141773046435,0.21983221618935517
67,68,0.2052069321641503,0.21790129241991532,68,0.205958480182685,0.22003944025624597,68,0.20508696501429413,0.21676098667692237,68,0.20599984560667808,0.2209507749366575,68,0.20600140962993194,0.21983221618935517
68,69,0.2052066607087346,0.21791243001692612,69,0.20595789882450724,0.22003920226520418,69,0.2050869007377009,0.21675969390590002,69,0.20599975574409318,0.2209507749366575,69,0.20599980099751258,0.21981102753264992
69,70,0.20520618076760816,0.21791246990153837,70,0.2059566659280231,0.22014160616693088,70,0.2050712311480708,0.2167607936720426,70,0.2059997554198751,0.2209507749366575,70,0.20599976616817176,0.21981102753264992
70,71,0.20514723265434287,0.21789499277523847,71,0.20595004483441454,0.22016146755763652,71,0.20507014915498717,0.21675673550591776,71,0.20599947441414151,0.2209507749366575,71,0.20599970345203053,0.21981102753264992
71,72,0.20514640251848454,0.21789414695405,72,0.2059500004608705,0.22016146755763652,72,0.2050607056831201,0.21679031038181873,72,0.20599947441414151,0.2209507749366575,72,0.20599969890756797,0.21981102754046455
72,73,0.2051110526884082,0.2176944522745977,73,0.2059500004608705,0.22016146755763652,73,0.2050603006814232,0.2167891853166981,73,0.2059992949411995,0.22091988178186303,73,0.20599961345912565,0.21981102792840343
73,74,0.20511052168261062,0.21769457656548613,74,0.2059500004608705,0.22016146755763652,74,0.2050473212515224,0.21679202277375192,74,0.20596774644503485,0.2208993083559604,74,0.20599936624023268,0.2198120054493135
74,75,0.20509667112413674,0.21768683625775723,75,0.20594977080705432,0.22016146755763652,75,0.20492312087844225,0.21642495451236587,75,0.20596769747200175,0.2208993083559604,75,0.2059992683499032,0.21981276127937496
75,76,0.20509620943920204,0.21768662214926962,76,0.20594977007955076,0.22016146755763652,76,0.20488613771006867,0.21660177742960365,76,0.2059676865087822,0.2208993083559604,76,0.2058945142293801,0.21916865393412982
76,77,0.2050954905330855,0.21768823864973835,77,0.2059472639138368,0.22014737646894483,77,0.20483065634232678,0.21660294531518323,77,0.20596745287212176,0.22089920563765494,77,0.20589398263660083,0.2191670272940696
77,78,0.2050934602351173,0.21767967207955627,78,0.2059459455643272,0.22000842720833383,78,0.20480968619555917,0.21662316388039618,78,0.20596744208697845,0.22089920563765494,78,0.20589391637260163,0.21916805024784894
78,79,0.20509247217526752,0.21768007231044967,79,0.20594594490053586,0.22000842720833383,79,0.2048088748612103,0.2166339759109489,79,0.20596743740183412,0.22090196733593281,79,0.20589378190440438,0.21917033504860226
79,80,0.20505838151778133,0.21764010930546826,80,0.2059459183847813,0.22000842720833383,80,0.20480850067198977,0.21664016213475767,80,0.20596743080223742,0.22090196733593281,80,0.20589306587918943,0.21915560195981226
80,81,0.20505808809733833,0.21763994004079792,81,0.20594583236928868,0.22000842720833383,81,0.20480847311967648,0.21664008475938842,81,0.20596723604375194,0.2209033359991195,81,0.2058844093646432,0.21915030684863704
81,82,0.20505802440441817,0.21763983272068332,82,0.20594543031441045,0.22000887065940453,82,0.20480746140930087,0.21663701790504622,82,0.2059517818587248,0.22110185985096814,82,0.20588387469932368,0.21914502359550148
82,83,0.20505802440441817,0.21763983272068332,83,0.2059452779864768,0.22000887065940453,83,0.20480719976265474,0.2166384155903601,83,0.20595000141591208,0.22106577852591874,83,0.20587115667077405,0.2191172998816024
83,84,0.2050579183332687,0.21763876318558975,84,0.2059452249722922,0.22000887065940453,84,0.20480716090856485,0.21665281503816525,84,0.20594989117212376,0.22106659686871352,84,0.20580772224723412,0.21898309557204168
84,85,0.205057387831889,0.21763804423085306,85,0.205944878591034,0.22000887065940453,85,0.20480268287952652,0.21743629213397478,85,0.2059498716754534,0.22106662079436534,85,0.20580656801974062,0.2189785260411268
85,86,0.20505729729169214,0.21763778386130356,86,0.205944810100849,0.22000887065940453,86,0.20480024545374317,0.21742899145306038,86,0.2059498716754534,0.22106662079436534,86,0.20580656270591816,0.21898210435611434
86,87,0.20505724673634565,0.21763637128216276,87,0.2059448076977521,0.22000887065940453,87,0.2047999736652186,0.2174302016799338,87,0.20594981470753768,0.22110655792767622,87,0.2058059930463184,0.2189824544713248
87,88,0.20505722286671704,0.2176363484065164,88,0.20594438120310726,0.22000887065940453,88,0.2047997939515114,0.2174290391902631,88,0.20594952461976157,0.2211393968151111,88,0.2057987839348426,0.21896797592425685
88,89,0.2050566708581886,0.2176370589850078,89,0.20594433940097956,0.2199684169466758,89,0.2047988109351228,0.2174248989536376,89,0.20594905321434614,0.22113644667500618,89,0.2057830263765215,0.21882732662022766
89,90,0.2050564484976341,0.21765596154537267,90,0.20594433940097956,0.2199684169466758,90,0.20479812354789806,0.2174228961366636,90,0.20594886984122293,0.22113644667500618,90,0.20578217642723215,0.21883033905425775
90,91,0.20505636366298358,0.21765557857066173,91,0.20594433940097956,0.2199684169466758,91,0.20479810788790648,0.21741445492611758,91,0.20594886984122293,0.22113644667500618,91,0.20578186121302508,0.21883044871580126
91,92,0.20505610363151472,0.2176555233342404,92,0.20594433940097956,0.2199684169466758,92,0.2047816319799102,0.21743599955359316,92,0.20594875970375667,0.22113658318125673,92,0.20578183195767313,0.2188304651523142
92,93,0.20505597649329432,0.21765507311421103,93,0.20594425681646575,0.21996873683130178,93,0.2047814829610352,0.21743820685027437,93,0.20594843353776546,0.22113698855735595,93,0.20578172498556033,0.21883048205984693
93,94,0.20505568261314067,0.21765488804437003,94,0.20594425681646575,0.21996873683130178,94,0.20478072578080614,0.21745537145515137,94,0.20594452567988927,0.22093020125309468,94,0.20577971534111744,0.21883016360031185
94,95,0.205053505243892,0.21768036148082162,95,0.20594402513610943,0.21996873683130178,95,0.20477951401901504,0.2174519711296548,95,0.2059435598735082,0.22093889994623775,95,0.2057528157053133,0.2187948406677738
95,96,0.20505348494300157,0.21768010394101503,96,0.20594263173770158,0.21999258559607443,96,0.2047792772443078,0.21745110376726645,96,0.2059435293256308,0.2209389225298516,96,0.2057000738274024,0.21867468059430994
96,97,0.2050533535685998,0.2176793205950844,97,0.20590343555026214,0.21860188787569015,97,0.20477894502849509,0.21745020471326054,97,0.20594345178272963,0.2209389225298516,97,0.20570004643232867,0.21867488319706513
97,98,0.20494319683738363,0.21763688898486455,98,0.20590331492318625,0.21860122796188278,98,0.20477861688716387,0.21744752034814646,98,0.20594336375041775,0.22093932220078832,98,0.20538385925507366,0.21813124980595125
98,99,0.2049428707940073,0.21763687373703983,99,0.20590330470042378,0.21858793760873818,99,0.20477828653929817,0.21744762353466443,99,0.2059433611063545,0.22093932220078832,99,0.2052535970558434,0.21793065930005287
99,100,0.2049427589594637,0.21763686010456068,100,0.20589536371418604,0.2186214073427284,100,0.20477817051224628,0.21744726504966,100,0.20594320251369097,0.2209394760687419,100,0.20525023609353077,0.21760311563387535
