yield_of_CT,Tmax,Tmin,Relative_yield_change
15434.0,18.91165,2.73168,0.0667
5710.0,30.35739,8.60403,-0.0665
1537.0,24.50043,6.99138,-0.5264
4545.0,35.02888,6.68193,0.0343
9370.0,31.31532,8.00487,-0.0993
6558.0,25.23432,11.56289,-0.1313
11457.0,27.77941,-5.48222,0.0151
10200.0,27.43294,2.39289,-0.0588
3940.0,30.02162,2.66798,-0.2515
5900.0,31.50872,4.28239,-0.1525
3490.0,41.46643,19.8821,0.2808
15479.0,25.99166,2.8238,-0.2275
8670.0,27.22127,5.96513,0.0519
8340.0,31.46573,3.70733,-0.0827
9688.0,29.6094,1.26928,-0.0904
3430.0,22.15133,7.95546,-0.6356
4564.0,23.79651,5.48964,0.223
10882.0,30.23676,1.81497,-0.0513
10631.0,29.94307,-9.69776,-0.1154
10360.0,33.52842,25.72533,0.0714
6100.0,30.74134,3.73351,0.0328
7750.0,32.86364943,5.623964371,-0.0826
9255.0,38.09192,19.49525,0.2105
8400.0,30.73293,0.53368,-0.0595
8460.0,37.36216,20.16451,-0.0913
9400.0,36.4225,27.06985,0.1064
8790.0,29.65326,4.89069,-0.0387
7600.0,31.07792,4.70649,-0.35
2881.0,25.05818422,15.08641692,0.6234
9340.0,24.70334,-5.42105,0.1413
13300.0,31.31466,6.93685,-0.0677
5268.0,33.81494,5.66872,0.2025
17000.0,41.81672,19.74682,0.0588
9050.0,30.41045,1.28876,-0.2022
8359.0,28.41125,5.12454,0.1028
2570.0,38.48885,17.90754,-0.4436
4640.0,29.33674,6.41483,0.2435
7500.0,37.48028,25.51267,0.04
8690.0,32.13131,5.97867,-0.3763
9630.0,40.41361,20.41231,-0.0602
8104.0,30.85223,9.8688,-0.0328
10900.0,29.77124,5.90084,-0.1716
9623.0,34.45457,5.2742,0.3529
5766.0,31.11509,17.37379,-0.0297
12061.0,28.35973,5.22823,-0.1025
16461.0,25.99207,7.18521,0.0462
9080.0,26.06737,3.71739,0.0253
7288.0,29.14876,1.58776,-0.1696
9800.0,32.85749,5.52775,0.1224
6630.0,30.96772,4.10116,-0.0317
10581.0,28.47854,8.17972,-0.2367
8980.0,32.13131,5.97867,-0.3374
9050.0,28.86081,3.28446,0.0387
8579.0,28.75747,5.77022,-0.071
8266.0,32.4931,2.44523,-0.0675
6990.0,25.59522,7.54019,-0.0086
6400.0,24.47484,3.65757,0.2031
21000.0,24.49918,5.16301,-0.23
8102.0,29.89469,7.46473,0.1516
7247.0,26.56657,1.82102,-0.612
5958.0,31.78592,3.43443,0.1054
10933.0,20.75053,1.0267,-0.1177
4038.0,28.19726,3.33722,0.4495
9230.0,26.6362541,5.018897764,-0.312
4520.0,23.79651,5.48964,-0.0571
5143.0,31.78592,3.43443,-0.0611
11520.0,26.37735,2.8024,-0.4583
13700.0,32.46772,5.53272,-0.0365
7010.0,32.34329,8.52078,-0.1616
11000.0,40.53674,20.90237,0.0409
10200.0,29.00681,7.15509,-0.049
6420.0,30.04979,3.83426,-0.2745
3635.0,33.42112,9.48918,0.0646
9080.0,24.49918,5.16301,-0.141
5100.0,21.61279,2.85842,0.0784
8000.0,33.27053,6.80028,0.025
8690.0,37.5226,17.66174,-0.0879
3200.0,31.46573,3.70733,0.3531
9410.0,29.05464,3.61372,0.1126
2400.0,26.6788,17.19974,-0.0833
5181.0,35.06228,8.55298,-0.0293
7912.0,27.77336465,6.381276777,0.0166
4010.0,33.3985,8.79652,0.0798
6570.0,31.38396,-4.81392,-0.1689
4550.0,28.52332,9.11171,-0.178
4516.0,33.81494,5.66872,0.3333
6324.0,32.0074,8.61479,-0.0242
10533.0,31.98261,-5.42037,-0.0647
3390.0,26.13306,2.31443,-0.1622
9464.0,28.71078,5.11918,-0.026
4829.0,33.81494,5.66872,0.5457
10220.0,29.65326,4.89069,-0.1732
9683.0,28.13424,5.21823,-0.1658
3889.0,32.13412,3.14611,-0.0501
6847.0,32.42423,11.67686,-0.0321
5810.0,26.07689,2.89739,-0.1205
13500.0,28.37883,6.33503,-0.237
3490.0,27.22127,5.96513,0.0745
4536.0,29.26888,4.1768,-0.1338
1070.0,32.22831,17.98771,-0.4299
4946.0,30.64233,15.96019,0.0491
5340.0,24.19251,6.46757,-0.0517
7460.0,31.32285,8.86395,-0.0965
2700.0,34.2233,23.29779,0.0741
7595.0,32.34329,8.52078,-0.1119
9600.0,26.07689,2.89739,-0.0729
14400.0,32.77286,12.24747,-0.2708
10857.0,34.45457,5.2742,0.1229
5081.0,30.64233,15.96019,0.0159
12700.0,28.68951,5.74631,0.0394
13460.0,29.7984,7.28592,-0.0568
10000.0,34.95042,12.99181,0.66
7400.0,30.74134,3.73351,0.1351
8540.0,25.53342,10.18117,-0.0597
7370.0,31.51285,5.7009,-0.1588
9133.0,28.3571,1.87061,0.0907
1937.0,30.02162,2.66798,0.255
7460.0,21.32608,3.09542,0.181
12700.0,30.55226,2.8713,-0.1181
4432.0,30.64233,15.96019,0.0122
7800.0,23.78939,2.99278,0.1923
4619.0,24.17025,0.68001,0.0158
25100.0,34.86976,10.59911,-0.008
9716.0,28.13424,5.21823,-0.1758
9100.0,31.36946,6.17142,-0.0769
5400.0,31.54964,-0.20791,-0.1481
8680.0,32.23464,10.08076,-0.6532
12780.0,25.59155,2.9699,-0.3216
7760.0,28.17155,5.35148,-0.0915
8727.0,40.54478,18.49906,-0.0988
2800.0,26.44554,12.10658,-0.5357
8920.0,25.6416,10.45753,-0.704
9700.0,29.8668,4.74574,-0.0309
21900.0,31.09053,10.40166,-0.5251
10700.0,27.43294,2.39289,-0.0654
8553.0,28.04123,6.77226,-0.2909
7010.0,21.32608,3.09542,0.2568
4060.0,32.2319,7.10583,0.633
1700.0,26.6788,17.19974,-0.6471
6300.0,26.04839,-4.40017,-0.1587
7460.0,32.17956,5.23656,-0.1582
9720.0,29.70962,4.91865,-0.0176
10800.0,27.80017,7.15456,-0.2815
11700.0,30.0553,4.95569,-0.0513
11800.0,23.12823,4.51994,0.1271
6840.0,27.22127,5.96513,0.0219
10200.0,30.13879,5.57738,-0.049
8740.0,30.34392,15.63515,0.0343
12347.0,21.2642,1.92811,0.0104
9410.0,34.18875,26.68599,0.1052
10260.0,30.01398,6.87157,-0.1598
7733.0,29.89469,7.46473,0.1906
677.0,38.53233,11.99749,-0.1625
415.0,25.16097,8.72194,-0.0024
10155.67596,33.44086,3.20611,0.1788
4000.0,26.04839,-4.40017,0.1
9443.0,23.96254,-1.04606,-0.0122
8660.0,24.49918,5.16301,0.0277
6545.0,30.69705,6.48635,-0.0677
10997.0,18.98313,1.90458,0.0818
11409.0,29.51555,5.9568,0.0148
9400.0,41.81672,19.74682,0.0745
9300.0,30.73293,0.53368,-0.0215
12600.0,34.42293,4.30335,-0.0635
10270.0,29.82978,8.56115,-0.5579
6287.0,27.27658,-4.86435,-0.3324
14840.0,25.99166,2.8238,-0.0315
12300.0,30.48053,8.29936,0.0
12191.0,32.5615,4.90113,-0.0063
3693.0,33.61996,4.84391,-0.0463
9700.0,29.48987,4.37156,0.0
9880.0,30.04158,0.34914,-0.0304
6420.0,31.36214,3.60353,-0.0093
6193.0,25.88517,12.58576,-0.0743
6800.0,31.51285,5.7009,-0.2662
8600.0,31.09296,5.60768,-0.1512
12853.0,26.84079,6.93742,-0.0004
12890.0,30.74465,10.41143,-0.0613
6830.0,29.77124,5.90084,0.325
10717.0,32.04708,8.69636,-0.0285
7500.0,26.04839,-4.40017,-0.32
5000.0,27.72779,4.43333,-0.06
12348.0,31.38396,-4.81392,-0.0984
3565.0,25.62066,8.03995,0.2569
3510.0,25.88517,12.58576,-0.0889
13100.0,26.99082,16.62827,-0.084
11306.0,30.28013,7.77843,0.0368
6630.0,28.17155,5.35148,-0.0754
14400.0,27.56902466,5.056931526,-0.0833
5394.0,26.10487,5.44561,-0.1203
12240.0,26.64484,1.77962,-0.0163
3510.0,33.02875,1.94775,-0.2735
4410.0,28.89948,2.38381,-0.0998
6815.0,29.66955,1.7055,-0.0876
3300.0,25.97563,8.48207,-0.0606
3891.0,26.1478,13.98877,0.6291
10800.0,31.00904502,3.255567489,-0.1667
12000.0,30.00738,4.73855,-0.0833
7480.0,34.7436,17.98539,-0.2005
8511.0,24.99609,-0.37788,0.0092
15160.0,27.86493,5.89026,-0.2652
6480.0,31.47928,6.71796,-0.1173
5700.0,32.64844,5.4728,0.4737
7019.0,32.42423,11.67686,-0.1492
13000.0,24.49918,5.16301,-0.1423
11384.0,29.32043,4.41404,-0.0358
6922.0,31.98261,-5.42037,-0.3226
6844.0,24.1535802,-4.514760663,-0.0755
6430.0,31.32285,8.86395,0.3421
8700.0,27.41224,4.42913,-0.069
2500.0,28.52661,11.30607,-0.04
5000.0,34.0873,12.49785,-0.4
1900.0,38.91278,19.24657,0.6842
11310.0,27.27658,-4.86435,-0.2016
600.0,34.2233,23.29779,-0.1667
4850.0,41.91501,18.08905,0.1299
11700.0,30.17312,7.95266,-0.1453
4920.0,40.53674,20.90237,-0.1463
7180.0,23.2259,5.94151,-0.2131
11500.0,27.20437,2.04433,0.0
4920.0,32.57732,6.57518,0.2927
8440.0,28.03758,4.98223,-0.1034
9547.0,29.06431,2.79862,0.1374
3565.0,25.62066,8.03995,0.1543
10400.0,37.34504,27.14498,0.0577
9100.0,26.04839,-4.40017,-0.2747
11200.0,31.54318,7.40149,0.0136
6837.0,28.51738,11.0889,-0.0961
8590.0,28.58132,6.63431,-0.2957
4520.0,41.91501,18.08905,0.0199
7703.0,25.57545,10.66417,0.0
9458.0,22.94786,-1.89181,-0.0439
9300.0,36.4225,27.06985,0.1505
12090.0,20.50167,1.56657,-0.1223
13600.0,34.64615754,4.477726598,0.0441
6890.0,26.63531,3.68543,-0.0522
7600.0,28.99163,4.96538,-0.0526
8000.0,32.51652,5.63464,-0.0666
6474.0,32.42423,11.67686,-0.129
6740.0,26.13306,2.31443,0.1736
7161.0,29.28899,5.86404,-0.3157
6605.0,22.09153,-0.10379,-0.0957
7605.0,22.54870605,2.445574607,-0.0572
4586.0,29.36472,4.0129,-0.0615
12340.0,21.2642,1.92811,0.0736
9800.0,29.8668,4.74574,-0.102
5282.0,24.19251,6.46757,-0.3637
5020.0,29.33674,6.41483,0.1753
4843.0,22.94786,-1.89181,0.0318
6300.0,26.97893,-1.27904,-0.0524
3100.0,36.08873,16.77941,0.1935
5800.0,41.81672,19.74682,0.1207
9200.0,26.48293,17.14181,-0.2391
12300.0,28.68951,5.74631,-0.2358
5270.0,31.60278,15.39401,-0.159
14000.0,25.75493,2.34993,-0.1429
1445.0,25.68532,14.17448,0.5682
7779.0,28.75747,5.77022,0.0063
9410.0,29.65326,4.89069,-0.0457
12240.0,25.6385,4.06182,-0.1609
2838.0,31.60278,15.39401,0.0285
11025.0,22.09153,-0.10379,-0.0278
5510.0,40.13661,16.83765,0.0109
8000.0,30.09698,4.24529,-0.1625
10420.0,31.31532,8.00487,-0.0614
2200.0,41.81672,19.74682,0.2727
4847.0,25.28738,0.09738,0.1102
6080.0,27.0668,2.41443,-0.1234
9755.0,25.05715647,0.083944813,-0.053
19315.0,25.6944,2.79841,-0.1704
4243.0,30.64233,15.96019,0.0509
5400.0,38.91278,19.24657,0.0741
6700.0,34.36662,14.71335,-0.0531
6093.0,29.28899,5.86404,-0.2893
8437.0,24.13222,10.73315,-0.0107
13441.0,18.50414,1.49847,-0.3062
11609.0,30.23676,1.81497,-0.0253
3310.0,22.00519,7.05137,-0.2689
6238.0,20.50167,1.56657,-0.2474
7200.0,29.24391,18.14437,0.3056
4948.0,24.19251,6.46757,0.1647
8015.0,29.43789,2.67676,0.0273
3900.0,40.72791,18.32898,-0.1538
9050.0,33.68884,8.97663,-0.4199
14717.0,34.45457,5.2742,0.0256
6080.0,30.35739,8.60403,0.1349
3700.0,26.99082,16.62827,0.0541
12920.0,24.67301,5.33668,-0.1734
6785.0,29.96927,-3.21418,0.0402
13880.0,24.67301,5.33668,-0.1751
11272.0,27.27658,-4.86435,-0.2032
9300.0,30.20961,9.49513,0.1075
19100.0,22.68403,3.06619,-0.1309
3700.0,26.88171,2.43886,0.5243
9740.0,29.28899,5.86404,-0.0893
1740.0,32.92859,3.59009,-0.5805
5384.0,33.7616,22.35871,0.0546
10997.0,18.74532,-0.57008,-0.193
4100.0,31.94111,20.4653,-0.1951
2800.0,26.6788,17.19974,-0.4643
7060.0,32.74878,2.94235,-0.0921
7913.0,32.90654,12.2596,0.1198
8700.0,27.92987,13.61402,-0.4253
3845.0,29.15936,3.41993,0.1625
13510.0,29.7739,9.02815,-0.4256
14148.0,18.91165,2.73168,-0.2272
8630.0,29.63748,5.99353,-0.5979
3229.0,31.71999,12.02983,-0.0266
14740.0,29.77124,5.90084,-0.4009
1485.0,34.94758,9.99827,0.2795
4714.0,33.45708,10.21842,-0.0369
2400.0,41.81672,19.74682,0.2083
8670.0,22.94786,-1.89181,0.0502
10000.0,27.26004,6.13498,-0.07
6700.0,33.76276,22.5147,0.194
3829.0,29.28899,5.86404,-0.3466
10500.0,31.9399,9.04046,0.0629
3700.0,25.97563,8.48207,-0.2703
5670.0,27.34721,3.20236,-0.1252
3300.0,33.27005,7.94998,0.2424
5390.0,30.31787,10.0655,-0.0111
3430.0,38.21992,20.36134,0.0904
13800.0,41.81672,19.74682,0.1232
8727.0,37.36216,20.16451,-0.0951
14500.0,32.46772,5.53272,-0.0828
11000.0,29.48987,4.37156,0.0182
5700.0,26.44554,12.10658,0.0702
2100.0,33.7616,22.35871,0.1905
5470.0,26.54872,0.79462,-0.0238
9270.0,32.23464,10.08076,-0.5793
4648.0,35.06228,8.55298,0.0
5900.0,26.76758,4.04525,-0.1186
6553.0,22.09153,-0.10379,-0.0783
9500.0,30.41502,2.95163,0.0105
3060.0,30.94391,4.36965,0.3124
8210.0,30.93442,7.87919,-0.0259
4400.0,26.48293,17.14181,-0.5455
4720.0,41.91501,18.08905,-0.1525
3340.0,33.9445,11.11032,0.0749
13590.0,25.18136,5.0761,-0.1148
10676.0,38.21992,20.36134,0.204
5100.0,38.91278,19.24657,0.2745
10600.0,30.5935,9.51183,-0.0283
8586.0,27.50428,8.01219,-0.3242
10953.0,28.13424,5.21823,-0.0705
16334.0,21.06027,2.35728,0.0473
9610.0,29.756,2.39721,-0.1644
8589.0,25.57545,10.66417,-0.0313
3918.0,28.89948,2.38381,0.0143
14230.0,29.77124,5.90084,-0.3535
9864.0,25.05715647,0.083944813,-0.1518
8658.0,26.56657,1.82102,-0.6819
8810.0,30.34392,15.63515,0.0488
1458.0,24.50043,6.99138,-0.5693
7500.0,24.47484,3.65757,-0.2267
6200.0,25.97563,8.48207,-0.4839
13400.0,41.81672,19.74682,0.1269
8710.0,29.65326,4.89069,-0.3352
9740.0,25.07256,7.87324,-0.0637
6580.0,24.49918,5.16301,-0.1672
9146.649348,35.41029,6.61514,0.0515
10653.0,29.92385,8.76711,0.0707
2100.0,27.22446987,11.45263278,-0.2857
11600.0,32.49821423,5.561888172,-0.0172
5000.0,41.81672,19.74682,0.16
3100.0,33.27005,7.94998,0.5484
5162.0,31.60278,15.39401,-0.1833
5328.0,31.11509,17.37379,0.0096
7020.0,30.01427,8.12122,-0.5328
13505.0,20.50167,1.56657,0.0286
8850.0,29.63389,7.03558,-0.5481
6735.0,29.28899,5.86404,0.1375
15230.0,24.49918,5.16301,0.0072
5200.0,38.09192,19.49525,0.0231
6000.0,35.45598,26.29375,0.3167
2200.0,25.97563,8.48207,0.0
2200.0,33.04975,20.35808,-0.1364
6300.0,40.21164,21.4263,-0.1429
7262.0,30.04979,3.83426,-0.5789
3754.0,25.28738,0.09738,0.2235
5001.0,26.1478,13.98877,0.4325
14800.0,31.42917,3.25536,-0.0473
11125.0,18.98313,1.90458,0.0751
7700.0,28.99163,4.96538,0.0
8757.0,28.41125,5.12454,0.0523
4890.0,32.22831,17.98771,-0.3661
5700.0,32.17956,5.23656,0.007
8777.0,32.00902,6.33477,-0.2312
7010.0,21.71303,1.28868,0.0183
2500.0,38.91278,19.24657,0.08
7815.0,27.72907,5.10311,-0.0819
325.0,27.41816,7.9551,0.2523
3751.0,35.02888,6.68193,-0.201
4297.0,30.64233,15.96019,0.0945
5390.0,31.78592,3.43443,0.1614
4800.0,40.00081,26.36022,0.0625
13300.0,40.21164,21.4263,-0.0752
4410.0,28.75747,5.77022,-0.0757
6494.0,27.59575,2.14545,-0.3563
9100.0,26.07689,2.89739,0.0989
3850.0,22.15133,7.95546,0.439
4950.0,30.31787,10.0655,0.2424
13130.0,30.25089,9.41076,-0.0975
2700.0,40.23806,15.81546,-0.037
13700.0,28.69841,3.66189,-0.1241
7380.0,25.59522,7.54019,0.0501
6100.0,29.35349,5.84166,-0.1803
3160.0,32.67062,4.19659,-0.1519
5466.0,21.71303,1.28868,-0.3176
6324.0,27.99201,9.04353,-0.2168
1800.0,27.92987,13.61402,-0.1667
7930.0,28.07955,8.08939,-0.1412
8473.0,31.13493,6.42071,-0.3963
3318.0,29.42001,8.76957,-0.0322
11660.0,26.64484,1.77962,0.0566
4676.0,30.64233,15.96019,-0.0406
13698.0,20.22965,3.92448,-0.0423
19084.0,27.90005,6.29855,-0.0243
4900.0,26.48293,17.14181,-0.2245
4600.0,33.76276,22.5147,0.1087
7100.0,27.69235,5.07457,0.5915
10600.0,34.86976,10.59911,0.2453
1756.0,34.54738,3.92343,0.6429
9860.0,31.82058,7.26548,-0.1227
5080.0,31.78592,3.43443,0.2593
6895.0,25.23432,11.56289,-0.1413
1300.0,38.91278,19.24657,0.0769
9680.0,26.96951,2.43595,0.0155
14705.0,31.34772,7.48366,-0.0311
10600.0,28.13734,7.24214,-0.1792
2804.0,27.28121,11.99453,0.6327
11750.0,26.19134,6.65006,-0.0885
8925.0,28.81297,2.04897,-0.1683
12550.0,31.38396,-4.81392,-0.2414
2482.0,25.03714285,15.51644405,0.3215
1486.0,33.8734,6.04443,0.5538
11700.0,27.20437,2.04433,0.0769
4200.0,22.15133,7.95546,0.3976
8310.0,25.6944,2.79841,-0.2467
2900.0,26.30599,2.38646,-0.3793
9350.0,27.27467,6.81687,-0.108
6400.0,38.91278,19.24657,0.0938
11270.0,30.74465,10.41143,-0.102
4621.0,33.96608,17.48646,0.3049
8659.0,29.15936,3.41993,-0.123
3900.0,34.06507,20.07154,-0.2308
5590.0,29.59638,7.15413,-0.2308
5900.0,32.37624,2.20305,-0.0339
4014.0,33.81494,5.66872,0.297
11489.0,33.35267,3.57247,0.0519
11340.0,26.64484,1.77962,0.0582
8100.0,26.48293,17.14181,-0.1358
5590.0,33.61996,4.84391,-0.1288
9195.0,30.85223,9.8688,-0.1764
38510.0,33.02869,13.61848,-0.1088
13810.0,30.38798,4.35968,-0.1405
5920.0,33.63775,8.52692,-0.14
4949.0,23.88756,-1.61313,-0.0154
4328.0,33.81494,5.66872,0.5217
12100.0,30.39688,4.97461,-0.0496
12797.0,18.74532,-0.57008,-0.206
5460.0,31.46573,3.70733,0.0916
9739.0,25.05716,0.08394,-0.0509
11600.0,32.73076,5.32257,0.0345
11050.0,30.12658,7.14011,-0.0081
7220.0,32.86364943,5.623964371,-0.0623
4811.0,31.60278,15.39401,0.0281
6790.0,25.61568,4.57945,-0.0295
9900.0,33.06065,2.87329,-0.1717
4956.0,27.59575,2.14545,-0.3008
6010.0,24.47484,3.65757,-0.2146
7200.0,33.15868,25.98519,0.2778
5896.0,31.78592,3.43443,0.0426
12890.0,25.82863,4.04374,-0.128
13500.0,30.85077692,5.935089604,-0.0222
5885.0,28.11063,11.6023,-0.0688
12000.0,24.49918,5.16301,-0.2467
7100.0,30.48089009,6.797803325,-0.1127
5810.0,33.24197,3.26011,-0.0637
7407.0,27.29655,7.22449,0.0
7460.0,30.35739,8.60403,0.0764
5357.0,23.79651,5.48964,0.0721
7200.0,40.21164,21.4263,0.0972
9000.0,40.21164,21.4263,-0.0333
4200.0,24.4664,-6.40225,0.1786
1590.0,33.37787,6.39951,0.6667
6800.0,30.0553,4.95569,-0.0294
1537.0,24.50043,6.99138,-0.5264
6408.0,33.63775,8.52692,0.0417
10700.0,28.16035,8.35861,-0.5299
5258.0,28.01236,13.10176,-0.0765
8880.0,33.52842,25.72533,0.3131
7300.0,33.24197,3.26011,-0.0658
3108.0,30.64233,15.96019,0.0956
7730.0,31.8859,4.8187,-0.0634
